msn;reg;hex_code;deliv;exit;type_text;type_code;airline;airline_country;airline_type;operator;operator_country;MTOW;MZFW;MZFW_Range;MZFW_Payload;MZFW_Fuel;MFW;MFW_Range;MFW_Payload;MFM_Fuel;OEW;OEW_Range;OEW_Payload;OEW_Fuel;Volume;Category;v_max;k_m;contact;num_last_flights;a_margin;b_margin;c_margin;d_margin;current_location_lat;current_location_long;virtual_base_lat;virtual_base_long;acmi_h;charter_focus;fuel_price_kg;co2_price_kg
AC-758B;D-CAVA;;2010-03-02 00:00:00;;Swearingen SA227-AC Metro III;SW4;BinAir;Germany;Cargo;BinAir;Germany;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;http://www.binair.eu;20;193.0;0.0;-0.13;0.0;;;;;742.9240925214707;1;0.65461;0.10112
FL-236;C-GTEM;;2010-03-05 00:00:00;;Beech 300 Super King Air 350;B350;Alkan Air;Canada;Cargo;Alkan Air;Canada;7484.0;5430.0;1240.0;1141.0;2054.0;5129.0;2340.0;840.0;2355.0;4289.0;2861.0;0.0;2355.0;10.0;2.0;501.188772207568;70.95557914148331;https://alkanair.com;20;193.0;0.0;-0.13;0.0;60.7095985413;-135.067001343;55.849544761235435;-128.9899797090176;742.9240925214707;1;0.65461;0.10112
208B-0488;PZ-TSK;;2010-03-05 00:00:00;;Cessna 208B Grand Caravan;C208;Blue Wing Airlines;Suriname;Cargo;Blue Wing Airlines;Suriname;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://bluewingairlines.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
FL-672;OO-OCA;;2010-03-11 00:00:00;;Beech 300 Super King Air 350;B350;Air Service Liege;Belgium;Cargo;Air Service Liege;Belgium;7484.0;5430.0;1240.0;1141.0;2054.0;5129.0;2340.0;840.0;2355.0;4289.0;2861.0;0.0;2355.0;10.0;2.0;501.188772207568;70.95557914148331;https://www.aslgroup.eu/en;20;193.0;0.0;-0.13;0.0;50.7799987793;-1.8424999714;51.24511676728693;5.612275002771669;742.9240925214707;1;0.65461;0.10112
208B-0391;C-GNWI;;2010-03-18 00:00:00;;Cessna 208B Grand Caravan;C208;Northway Aviation;Canada;Cargo;Northway Aviation;Canada;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://www.northwayav.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
693;C-GKCS;;2010-04-01 00:00:00;;De Havilland Canada DHC-6-300 Twin Otter;DHC6;Kenn Borek Air;Canada;Cargo;Kenn Borek Air;Canada;5670.0;4800.0;530.0;1437.0;870.0;4495.0;1297.0;1132.0;1175.0;3363.0;1480.0;0.0;1175.0;11.0;2.0;316.8232731258329;20.96344546921711;https://borekair.com;20;193.0;0.0;-0.13;0.0;56.2380981445;-120.7399978638;54.715635151284815;-118.59391822404237;634.6339522374169;1;0.65461;0.10112
T-372;N1010V;;2010-04-12 00:00:00;;Swearingen SA226-T Metro II;SW3;Western Air Express;United States;Cargo;Western Air Express;United States;5670.0;4650.0;346.0;1270.0;1020.0;3800.0;1100.0;420.0;1870.0;3380.0;2100.0;0.0;1870.0;18.0;2.0;449.1919993395147;55.0111725607159;https://westernairexpress.com;20;193.0;0.0;-0.13;0.0;43.5643611111111;-116.222861111111;44.451568045171456;-115.96869027350353;634.6339522374169;1;0.65461;0.10112
AC-565B;XA-UNQ;;2010-04-15 00:00:00;;Swearingen SA227-AC Metro III;SW4;Aeronaves TSM;Mexico;Cargo;Aeronaves TSM;Mexico;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;https://aeronavestsm.com/aeronavestsm.com/aerotsm/index_en.html;20;193.0;0.0;-0.13;0.0;27.5441944444444;-99.4615833333333;30.80659828359423;-96.38926659958886;742.9240925214707;1;0.65461;0.10112
AC-678B;C-FJLO;;2010-04-23 00:00:00;;Swearingen SA227-AC Metro III;SW4;Perimeter Aviation;Canada;Cargo;Perimeter Aviation;Canada;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;https://perimeter.ca;20;193.0;0.0;-0.13;0.0;53.8911018372;-92.1964035034;52.61748598842002;-93.34961223884015;742.9240925214707;1;0.65461;0.10112
208B-1111;PZ-TBT;;2010-04-27 00:00:00;;Cessna 208B Grand Caravan;C208;Gum Air;Suriname;Cargo;Gum Air;Suriname;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://gumair.sr;20;193.0;0.0;-0.13;0.0;5.8110799789;-55.190700531;6.260908131689689;-56.50112337488604;492.64058349878536;1;0.65461;0.10112
208B-2151;PK-BVH;;2010-05-06 00:00:00;;Cessna 208B Grand Caravan;C208;Susi Air;Indonesia;Cargo;Susi Air;Indonesia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://susiair.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
110271;N316AF;;2010-06-12 00:00:00;;Embraer EMB-110P1 Bandeirante;E110;Agape Flights;United States;Cargo;Agape Flights;United States;5788.0;4911.0;500.0;1462.0;877.0;4433.0;1400.0;984.0;1355.0;3449.0;1960.0;0.0;1355.0;14.0;2.0;382.2089543442244;35.32029716196292;https://www.agapeflights.com;20;193.0;0.0;-0.13;0.0;21.901356350802043;-75.30070641096839;21.901356350802043;-75.30070641096839;642.0967797835134;1;0.65461;0.10112
208B-2177;PK-BVI;;2010-06-15 00:00:00;;Cessna 208B Grand Caravan;C208;Susi Air;Indonesia;Cargo;Susi Air;Indonesia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://susiair.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
208B-2194;PK-BVJ;;2010-06-15 00:00:00;;Cessna 208B Grand Caravan;C208;Susi Air;Indonesia;Cargo;Susi Air;Indonesia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://susiair.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
AC-430B;XA-SUS;;2010-07-01 00:00:00;;Swearingen SA227-AC Metro III;SW4;Aeroservicios de la Costa;Mexico;Cargo;Aeroservicios de la Costa;Mexico;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;https://www.ch-aviation.com/portal/airline/ADC;20;193.0;0.0;-0.13;0.0;32.5410995483;-116.9700012207;33.298955662258535;-117.28285371310483;742.9240925214707;1;0.65461;0.10112
AC-707B;N227LC;;2010-07-20 00:00:00;;Swearingen SA227-AC Metro III;SW4;Bemidji Aviation;United States;Cargo;Bemidji Aviation;United States;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;https://bemidjiaviation.com;20;193.0;0.0;-0.13;0.0;44.8819722222222;-93.2217777777778;45.8631741051748;-92.71657401699642;742.9240925214707;1;0.65461;0.10112
208B-2163;PK-BVB;;2010-07-23 00:00:00;;Cessna 208B Grand Caravan;C208;Susi Air;Indonesia;Cargo;Susi Air;Indonesia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://susiair.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
U-159;N950AA;;2010-07-27 00:00:00;;Beech B99 Airliner;BE99;Alpine Air Express;United States;Cargo;Alpine Air Express;United States;4717.0;3900.0;890.0;954.0;817.0;3302.0;1690.0;356.0;1415.0;2946.0;2390.0;0.0;1415.0;12.0;2.0;383.8385678393803;45.76240121389991;https://www.alpine-air.com;20;193.0;0.0;-0.13;0.0;45.8078491388889;-108.543543555556;46.017198276927516;-108.48610627496038;571.6952662338549;1;0.65461;0.10112
208B-0592;N208TF;;2010-07-29 00:00:00;;Cessna 208B Grand Caravan;C208;Martinaire;United States;Cargo;Martinaire;United States;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://www.martinaire.com;20;193.0;0.0;-0.13;0.0;32.8972330555556;-97.0376947222222;33.499701580329415;-97.83298093848212;492.64058349878536;1;0.65461;0.10112
208B-2198;PK-BVK;;2010-08-12 00:00:00;;Cessna 208B Grand Caravan;C208;Susi Air;Indonesia;Cargo;Susi Air;Indonesia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://susiair.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
UC-53;N253SF;;2010-08-26 00:00:00;;Beech 1900C;B190;Suburban Air Freight;United States;Cargo;Suburban Air Freight;United States;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;https://www.subair.com;20;193.0;0.0;-0.13;0.0;33.6366996111111;-84.427864;32.06252584094223;-85.8310925309969;745.5123837581685;1;0.65461;0.10112
UE-112;C-FNWH;;2010-09-01 00:00:00;;Beech 1900D;B190;North-Wright Airways;Canada;Cargo;North-Wright Airways;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;471.4040391739445;66.40652664508411;https://north-wrightairways.com;20;193.0;0.0;-0.13;0.0;64.9096984863;-125.5729980469;64.77953401669055;-122.60451007406789;745.5123837581685;1;0.65461;0.10112
AC-611B;N611BA;;2010-09-07 00:00:00;;Swearingen SA227-AC Metro III;SW4;Bemidji Aviation;United States;Cargo;Bemidji Aviation;United States;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;https://bemidjiaviation.com;20;193.0;0.0;-0.13;0.0;44.8819722222222;-93.2217777777778;44.88197222222221;-93.22177777777782;742.9240925214707;1;0.65461;0.10112
208B-2206;PK-BVL;;2010-09-14 00:00:00;;Cessna 208B Grand Caravan;C208;Susi Air;Indonesia;Cargo;Susi Air;Indonesia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://susiair.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
AC-619B;N619BA;;2010-09-15 00:00:00;;Swearingen SA227-AC Metro III;SW4;Bemidji Aviation;United States;Cargo;Bemidji Aviation;United States;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;https://bemidjiaviation.com;20;193.0;0.0;-0.13;0.0;44.8819722222222;-93.2217777777778;44.33464441373773;-92.13261535319403;742.9240925214707;1;0.65461;0.10112
229;C-FTAB;;2010-09-27 00:00:00;;Pilatus PC-12/45;PC12;Air Bravo;Canada;Cargo;Air Bravo;Canada;4740.0;4100.0;1285.0;1014.0;640.0;3513.0;2468.0;427.0;1227.0;3086.0;3498.0;0.0;1227.0;10.0;2.0;437.982559085124;54.9893332327261;https://www.airbravocorp.com;20;193.0;0.0;-0.13;0.0;46.625;-80.7988967896;46.19906266762362;-81.23047127986979;573.2757499172124;1;0.65461;0.10112
208B-2186;PR-DNA;;2010-09-30 00:00:00;;Cessna 208B Grand Caravan;C208;Piquiatuba Taxi Aereo;Brazil;Cargo;Piquiatuba Taxi Aereo;Brazil;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://www.piquiatuba.com.br;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
UB-21;C-GSKM;;2010-10-01 00:00:00;;Beech 1900C;B190;Skylink Express;Canada;Cargo;Skylink Express;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;43.1735992432;-79.9349975586;42.49231123405779;-80.81982145282512;745.5123837581685;1;0.65461;0.10112
35A-298;N298CK;;2010-10-21 00:00:00;;Learjet 35A;LJ35;Kalitta Charters;United States;Cargo;Kalitta Charters;United States;8165.0;5600.0;1150.0;1448.0;2565.0;4805.0;3415.0;653.0;3360.0;4152.0;3935.0;0.0;3360.0;9.0;2.0;784.2646636006804;202.6662275897628;https://www.kalittacharters.com;20;193.0;0.0;-0.13;0.0;42.2402738888889;-83.5314616666667;39.378473000054704;-91.40150331571007;780.5691096163089;1;0.65461;0.10112
AC-760B;XA-UOS;;2010-10-27 00:00:00;;Swearingen SA227-AC Metro III;SW4;Aeronaves TSM;Mexico;Cargo;Aeronaves TSM;Mexico;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;https://aeronavestsm.com/aeronavestsm.com/aerotsm/index_en.html;20;193.0;0.0;-0.13;0.0;25.5494995117;-100.9290008545;30.005073155880055;-96.01127608031081;742.9240925214707;1;0.65461;0.10112
UB-32;C-GSKA;;2010-11-01 00:00:00;;Beech 1900C;B190;Skylink Express;Canada;Cargo;Skylink Express;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;43.1735992432;-79.9349975586;43.63797670590241;-80.51092790584046;745.5123837581685;1;0.65461;0.10112
UB-33;C-GSKW;;2010-11-01 00:00:00;;Beech 1900C;B190;Skylink Express;Canada;Cargo;Skylink Express;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;46.7910995483;-71.3933029175;46.7910995483;-71.3933029175;745.5123837581685;1;0.65461;0.10112
UB-35;C-GSKU;;2010-11-01 00:00:00;;Beech 1900C;B190;Skylink Express;Canada;Cargo;Skylink Express;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;;;;;745.5123837581685;1;0.65461;0.10112
UB-67;C-FKAX;;2010-11-01 00:00:00;;Beech 1900C;B190;Skylink Express;Canada;Cargo;Skylink Express;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;;;;;745.5123837581685;1;0.65461;0.10112
UC-117;C-GKGA;;2010-11-01 00:00:00;;Beech 1900C;B190;Skylink Express;Canada;Cargo;Skylink Express;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;;;;;745.5123837581685;1;0.65461;0.10112
UC-22;C-GSKG;;2010-11-01 00:00:00;;Beech 1900C;B190;Skylink Express;Canada;Cargo;Skylink Express;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;49.9099998474;-97.2398986816;50.346261514825365;-101.39596103486886;745.5123837581685;1;0.65461;0.10112
UC-54;C-GSKN;;2010-11-01 00:00:00;;Beech 1900C;B190;Skylink Express;Canada;Cargo;Skylink Express;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;;;;;745.5123837581685;1;0.65461;0.10112
UC-62;C-GTGA;;2010-11-01 00:00:00;;Beech 1900C;B190;Skylink Express;Canada;Cargo;Skylink Express;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;450.687413161436;62.88836076331141;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;43.1735992432;-79.9349975586;43.88559715878104;-77.72251256928615;745.5123837581685;1;0.65461;0.10112
UE-266 ;C-GLHO;;2010-11-01 00:00:00;;Beech 1900D;B190;EVAS Air Charters;Canada;Cargo;EVAS Air Charters;Canada;7530.0;6350.0;707.0;1640.0;1180.0;5490.0;1468.0;780.0;2040.0;4710.0;2036.0;0.0;2040.0;18.0;2.0;471.4040391739445;66.40652664508411;https://evasair.ca;20;193.0;0.0;-0.13;0.0;43.1735992432;-79.9349975586;44.933078248269226;-79.24691390164602;745.5123837581685;1;0.65461;0.10112
AC-710B;N430MA;;2010-11-09 00:00:00;;Swearingen SA227-AC Metro III;SW4;Encore Air Cargo;United States;Cargo;Encore Air Cargo;United States;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;https://www.facebook.com/EncoreAirCargo/;20;193.0;0.0;-0.13;0.0;43.5820180555556;-96.741925;44.89199747337463;-99.76881911009943;742.9240925214707;1;0.65461;0.10112
AC-728B;N159MC;;2010-11-09 00:00:00;;Swearingen SA227-AC Metro III;SW4;Encore Air Cargo;United States;Cargo;Encore Air Cargo;United States;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;459.3913327674998;60.74936831554172;https://www.facebook.com/EncoreAirCargo/;20;193.0;0.0;-0.13;0.0;27.5441944444444;-99.4615833333333;32.938740237417086;-97.06981042225685;742.9240925214707;1;0.65461;0.10112
208B-0350;C-GLGA;;2010-11-11 00:00:00;;Cessna 208B Grand Caravan;C208;SkyLink Express;Canada;Cargo;SkyLink Express;Canada;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;http://www.skylinkexpress.com;20;193.0;0.0;-0.13;0.0;49.193901062;-123.1839981079;48.87905629274988;-123.38608072693972;492.64058349878536;1;0.65461;0.10112
U-116;N999CZ;;2010-11-19 00:00:00;;Beech 99 Airliner;BE99;Freight Runners Express;United States;Cargo;Freight Runners Express;United States;4717.0;3900.0;890.0;954.0;817.0;3302.0;1690.0;356.0;1415.0;2946.0;2390.0;0.0;1415.0;12.0;2.0;391.1512348265034;47.05796146396703;http://freightrunners.com;20;193.0;0.0;-0.13;0.0;46.9206388888889;-96.81575;47.610771973070115;-99.01837549836637;571.6952662338549;1;0.65461;0.10112
573;P2-KSM;;2010-11-23 00:00:00;;De Havilland Canada DHC-6-300 Twin Otter;DHC6;HeviLift;Papua New Guinea;Cargo;HeviLift;Papua New Guinea;5670.0;4800.0;530.0;1437.0;870.0;4495.0;1297.0;1132.0;1175.0;3363.0;1480.0;0.0;1175.0;11.0;2.0;316.8232731258329;20.96344546921711;https://hevilift.com;20;193.0;0.0;-0.13;0.0;;;;;634.6339522374169;1;0.65461;0.10112
8301;LN-LTS;;2010-11-30 00:00:00;;Dornier 228-202;D228;Lufttransport;Norway;Cargo;Lufttransport;Norway;6575.0;5400.0;396.0;1500.0;1175.0;4325.0;1720.0;425.0;2250.0;3900.0;2363.0;0.0;2250.0;20.0;2.0;389.0688705411046;43.46140364538072;http://www.lufttransport.no;20;193.0;0.0;-0.13;0.0;78.2461013794;15.4656000137;78.2461013794;15.465600013699992;690.2800951229926;1;0.65461;0.10112
208B-0882;5Y-PCS;;2010-12-17 00:00:00;;Cessna 208B Grand Caravan;C208;AIM Air;Kenya;Cargo;AIM Air;Kenya;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://aimair.org;20;193.0;0.0;-0.13;0.0;0.4044579864;35.238899231;-1.1203662225891748;34.42642125365081;492.64058349878536;1;0.65461;0.10112
208B-1070;8R-GAB;;2010-12-18 00:00:00;;Cessna 208B Grand Caravan;C208;Trans Guyana Airways;Guyana;Cargo;Trans Guyana Airways;Guyana;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://transguyana.net;20;193.0;0.0;-0.13;0.0;6.8062801361;-58.1058998108;6.469491103566837;-57.375104469835605;492.64058349878536;1;0.65461;0.10112
249;N431FL;;2010-12-21 00:00:00;;Dassault Falcon 20F;FA20;IFL Group;United States;Cargo;IFL Group;United States;13775.0;9200.0;1943.0;1670.0;4575.0;9649.0;3670.0;2119.0;4126.0;7530.0;4444.0;0.0;4126.0;11.0;2.0;795.6455236341419;209.1127614987748;http://www.iflgroup.com;20;193.0;0.0;-0.13;0.0;;;;;1050.3327948130532;1;0.65461;0.10112
AT-564;N564TR;;2010-12-23 00:00:00;;Swearingen SA227-AT Metro III;SW4;Sierra West Airlines;United States;Cargo;Sierra West Airlines;United States;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;453.6251551575818;44.77096303631603;https://www.sierrawestairlines.com;20;193.0;0.0;-0.13;0.0;31.8073333333333;-106.376361111111;31.56637822039624;-105.61976304249762;742.9240925214707;1;0.65461;0.10112
208B-2291;PP-AGP;;2011-01-01 00:00:00;;Cessna 208B Grand Caravan;C208;Aerosul Linhas Aereas;Brazil;Cargo;Aerosul Linhas Aereas;Brazil;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://voeaerosul.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
AT-567;N567TR;;2011-01-19 00:00:00;;Swearingen SA227-AT Metro III;SW4;Sierra West Airlines;United States;Cargo;Sierra West Airlines;United States;7484.0;6145.0;988.0;1836.0;1339.0;5480.0;2065.0;1171.0;2004.0;4309.0;2670.0;0.0;2004.0;12.0;2.0;453.6251551575818;44.77096303631603;https://www.sierrawestairlines.com;20;193.0;0.0;-0.13;0.0;31.8073333333333;-106.376361111111;35.60753185897543;-96.72866096188861;742.9240925214707;1;0.65461;0.10112
208B-2214;PK-BVN;;2011-01-21 00:00:00;;Cessna 208B Grand Caravan;C208;Susi Air;Indonesia;Cargo;Susi Air;Indonesia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://susiair.com;20;193.0;0.0;-0.13;0.0;-6.9006299973;107.5759963989;-6.2666101456;106.8909988403;492.64058349878536;1;0.65461;0.10112
845;HB-LUX;;2011-01-26 00:00:00;;Viking DHC-6-400 Twin Otter;DHC6;Zimex Aviation;Switzerland;Cargo;Zimex Aviation;Switzerland;5670.0;4800.0;530.0;1437.0;870.0;4495.0;1297.0;1132.0;1175.0;3363.0;1480.0;0.0;1175.0;11.0;2.0;275.0746166394384;16.58817636953626;https://www.zimex.com;20;193.0;0.0;-0.13;0.0;5.8110799789;-55.190700531;5.281220364475936;-53.77420907849908;634.6339522374169;1;0.65461;0.10112
U-10 ;N699CZ;;2011-02-16 00:00:00;;Beech 99 Airliner;BE99;Freight Runners Express;United States;Cargo;Freight Runners Express;United States;4717.0;3900.0;890.0;954.0;817.0;3302.0;1690.0;356.0;1415.0;2946.0;2390.0;0.0;1415.0;12.0;2.0;391.1512348265034;47.05796146396703;http://freightrunners.com;20;193.0;0.0;-0.13;0.0;;;;;571.6952662338549;1;0.65461;0.10112
208B-1188;C-GNWD;;2011-02-24 00:00:00;;Cessna 208B Grand Caravan;C208;Northway Aviation;Canada;Cargo;Northway Aviation;Canada;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://www.northwayav.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
208B-2217;PK-BVO;;2011-02-25 00:00:00;;Cessna 208B Grand Caravan;C208;Susi Air;Indonesia;Cargo;Susi Air;Indonesia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://susiair.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
208B-0862;ZK-SAA;;2011-03-02 00:00:00;;Cessna 208B Grand Caravan;C208;Sounds Air;New Zealand;Cargo;Sounds Air;New Zealand;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://www.soundsair.com;20;193.0;0.0;-0.13;0.0;-41.3272018433;174.804992676;-41.364149500465764;174.17395040115983;492.64058349878536;1;0.65461;0.10112
208B-2218;PK-BVP;;2011-03-03 00:00:00;;Cessna 208B Grand Caravan;C208;Susi Air;Indonesia;Cargo;Susi Air;Indonesia;3629.0;3490.0;316.0;1345.0;139.0;2620.0;1567.0;475.0;1009.0;2145.0;1982.0;0.0;1009.0;10.0;2.0;289.1122090425079;24.24652792414544;https://susiair.com;20;193.0;0.0;-0.13;0.0;;;;;492.64058349878536;1;0.65461;0.10112
239;C-FXAB;;2011-03-24 00:00:00;;Pilatus PC-12/45;PC12;Air Bravo;Canada;Cargo;Air Bravo;Canada;4740.0;4100.0;1285.0;1014.0;640.0;3513.0;2468.0;427.0;1227.0;3086.0;3498.0;0.0;1227.0;10.0;2.0;437.982559085124;54.9893332327261;https://www.airbravocorp.com;20;193.0;0.0;-0.13;0.0;33.8760019444444;-84.3020305555555;47.97653405542699;-83.81901646230558;573.2757499172124;1;0.65461;0.10112
